"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
48,"VRNS",,3.75,-21.90%,-21.90%,-21.90%,-37.93%,13.58%,,29.02,0.00%,0.00%,0.00%,0
49,"MEIP",1.80,0.90,-4.89%,6.20%,18.61%,-27.90%,54.60%,48.57,10.08,0.00%,0.00%,0.00%,0
50,"PBYI",,10.71,-18.23%,-23.48%,15.34%,-38.82%,220.77%,36.10,87.89,0.00%,0.00%,0.00%,0
51,"TCI",-0.24,0.44,2.45%,4.25%,53.15%,-10.97%,196.76%,54.04,15.58,0.00%,0.00%,0.00%,0
52,"ZGNX",2.15,0.29,-7.94%,-27.45%,0.19%,-45.86%,124.80%,40.02,2.81,0.00%,0.00%,0.00%,0
53,"COSI",1.48,0.10,-0.81%,-8.95%,-36.84%,-63.32%,24.47%,45.80,1.17,0.00%,0.00%,0.00%,0
54,"HILL",1.93,0.31,1.94%,-11.94%,23.46%,-34.16%,185.00%,48.61,3.99,0.00%,0.00%,0.00%,0
55,"AVNR",1.08,0.28,2.72%,-0.87%,-8.25%,-35.50%,47.71%,52.46,3.87,0.00%,0.00%,0.00%,0
56,"LMNS",,0.69,-4.88%,-7.81%,-7.81%,-19.81%,9.83%,,10.73,0.00%,0.00%,0.00%,0
57,"CUR",1.40,0.36,11.71%,25.17%,76.14%,-2.92%,348.08%,64.10,4.66,0.00%,0.00%,0.00%,0
58,"LCI",1.07,2.34,-7.18%,-10.75%,33.88%,-23.99%,284.66%,42.78,35.35,0.00%,0.00%,0.00%,0
59,"RCPT",,3.55,-4.10%,-4.70%,43.43%,-22.67%,227.15%,48.10,42.53,0.00%,0.00%,0.00%,0
60,"PACB",2.56,0.43,-9.10%,-20.69%,4.65%,-39.63%,153.85%,40.63,4.95,0.00%,0.00%,0.00%,0
61,"OMER",0.97,0.81,0.82%,-2.79%,30.41%,-17.84%,230.68%,50.86,12.07,0.00%,0.00%,0.00%,0
62,"WUBA",,4.33,5.18%,9.30%,22.92%,-20.14%,122.36%,54.97,47.03,0.00%,0.00%,0.00%,0
63,"HTCH",2.13,0.17,-0.74%,-13.13%,-19.64%,-56.65%,9.85%,44.47,2.90,0.00%,0.00%,0.00%,0
64,"ECOM",,2.36,-10.80%,-16.33%,-0.96%,-30.98%,141.68%,37.29,34.44,0.00%,0.00%,0.00%,0
65,"ECYT",,2.10,8.35%,38.45%,61.83%,-32.43%,178.36%,59.03,22.77,0.00%,0.00%,0.00%,0
66,"NOW",,3.22,-9.18%,-14.53%,2.06%,-23.57%,58.43%,38.65,54.88,0.00%,0.00%,0.00%,0
67,"NXST",3.23,2.18,11.17%,-0.34%,-3.57%,-28.37%,121.01%,57.45,40.27,0.00%,0.00%,0.00%,0
68,"INSY",1.53,3.53,-6.05%,-4.66%,45.63%,-30.19%,552.40%,47.02,40.43,0.00%,0.00%,0.00%,0
69,"ASPX",,2.43,5.10%,18.23%,18.23%,-9.50%,144.38%,63.66,32.38,0.00%,0.00%,0.00%,0
70,"WIX",,1.60,-3.75%,-14.57%,-9.37%,-30.41%,40.52%,43.13,22.75,0.00%,0.00%,0.00%,0
71,"CCXI",,0.47,-2.92%,-3.42%,-12.77%,-54.68%,48.36%,48.32,6.78,0.00%,0.00%,0.00%,0
72,"DWRE",,3.72,-13.81%,-17.40%,1.50%,-30.77%,131.05%,37.47,56.93,0.00%,0.00%,0.00%,0
73,"TNET",,1.83,1.16%,1.16%,1.16%,-11.43%,20.14%,,20.76,0.00%,0.00%,0.00%,0
74,"ISIS",1.14,3.09,-7.74%,-17.99%,4.86%,-36.96%,124.69%,39.82,39.50,0.00%,0.00%,0.00%,0
75,"FEYE",,4.83,-12.16%,-21.19%,4.64%,-42.07%,69.34%,38.23,56.39,0.00%,0.00%,0.00%,0
76,"Z",,5.25,3.94%,9.86%,15.23%,-7.96%,95.30%,57.89,94.80,0.00%,0.00%,0.00%,0
77,"BIOF",4.61,0.78,30.54%,81.89%,89.00%,-26.41%,407.96%,61.90,5.74,0.00%,0.00%,0.00%,0
78,"NKTR",1.42,0.84,-6.71%,-10.47%,-2.26%,-23.27%,34.98%,42.36,11.77,0.00%,0.00%,0.00%,0
79,"MVNR",,1.05,-6.70%,3.43%,23.68%,-14.16%,89.65%,47.90,16.12,0.00%,0.00%,0.00%,0
80,"GEVA",0.37,6.79,-0.86%,-10.13%,27.38%,-29.00%,119.78%,48.11,84.79,0.00%,0.00%,0.00%,0
81,"MDWD",,1.39,-16.90%,-16.90%,-16.90%,-37.03%,12.38%,,12.16,0.00%,0.00%,0.00%,0
82,"TIPT",0.07,0.74,19.69%,23.29%,23.36%,-33.83%,85.00%,79.76,9.25,0.00%,0.00%,0.00%,0
83,"AMSC",1.49,0.15,-11.62%,-12.43%,-23.48%,-48.69%,14.60%,41.17,1.57,0.00%,0.00%,0.00%,0
84,"ALKS",0.94,2.30,1.61%,-5.04%,16.49%,-16.59%,95.89%,50.10,45.25,0.00%,0.00%,0.00%,0
85,"RMTI",1.26,0.72,-5.97%,-3.69%,16.88%,-25.68%,262.46%,46.17,11.78,0.00%,0.00%,0.00%,0
86,"SEED",2.64,0.22,-2.40%,-0.70%,29.33%,-33.72%,96.58%,49.95,2.30,0.00%,0.00%,0.00%,0
87,"URG",2.30,0.11,-1.52%,1.49%,25.30%,-20.10%,114.86%,50.43,1.59,0.00%,0.00%,0.00%,0
88,"ANIK",1.69,2.14,0.22%,8.30%,36.77%,-21.47%,236.22%,55.09,41.22,0.00%,0.00%,0.00%,0
89,"MELI",1.61,4.06,-2.36%,-3.70%,-17.67%,-36.95%,9.86%,46.19,91.77,0.00%,0.00%,0.00%,0
90,"IMMU",1.84,0.29,-1.27%,-7.57%,-13.32%,-40.68%,85.53%,47.18,4.36,0.00%,0.00%,0.00%,0
91,"OGEN",1.13,0.20,-5.15%,-14.38%,-11.34%,-40.65%,15.00%,40.00,2.76,0.00%,0.00%,0.00%,0
92,"EBIO",,1.44,-3.24%,3.69%,3.69%,-19.19%,54.50%,51.94,15.62,0.00%,0.00%,0.00%,0
93,"VSTM",,0.81,-5.61%,-17.20%,-17.02%,-43.30%,29.02%,39.05,10.67,0.00%,0.00%,0.00%,0
94,"PANW",,4.14,-4.87%,-3.40%,25.97%,-15.72%,74.33%,47.22,68.13,0.00%,0.00%,0.00%,0
95,"ANAC",1.47,1.37,-8.94%,-6.56%,30.88%,-21.15%,276.60%,44.16,18.19,0.00%,0.00%,0.00%,0
96,"FB",,2.66,-1.46%,-4.46%,25.10%,-14.02%,175.30%,48.64,62.41,0.00%,0.00%,0.00%,0
97,"ASTC",1.79,0.19,16.67%,4.56%,65.16%,-30.37%,362.30%,59.15,2.82,0.00%,0.00%,0.00%,0
98,"MEG",3.39,0.92,-0.59%,-0.11%,12.66%,-27.37%,158.31%,49.87,17.41,0.00%,0.00%,0.00%,0
99,"AMPE",0.84,0.43,-1.06%,-16.81%,-16.41%,-43.74%,41.76%,41.60,6.11,0.00%,0.00%,0.00%,0
100,"CVM",1.46,0.14,2.50%,23.96%,20.24%,-47.10%,209.43%,57.04,1.64,0.00%,0.00%,0.00%,0
101,"TGTX",1.40,0.56,-2.22%,4.45%,24.03%,-16.33%,125.93%,51.53,6.71,0.00%,0.00%,0.00%,0
102,"EDN",2.18,0.52,23.23%,38.05%,80.03%,-9.58%,369.19%,78.39,8.68,0.00%,0.00%,0.00%,0
103,"FFHL",1.77,0.18,15.40%,26.56%,30.82%,-58.50%,82.42%,60.50,1.66,0.00%,0.00%,0.00%,0
104,"ZLTQ",,1.27,2.88%,1.39%,41.25%,-22.43%,462.28%,53.16,19.23,0.00%,0.00%,0.00%,0
105,"VRTX",0.36,3.30,-3.33%,-10.20%,-7.84%,-22.24%,34.62%,42.53,69.95,0.00%,0.00%,0.00%,0
106,"MNKD",1.30,0.59,20.93%,21.43%,20.06%,-19.54%,88.17%,62.51,7.00,0.00%,0.00%,0.00%,0
107,"RGLS",,0.80,-8.99%,-14.80%,-5.81%,-36.23%,40.99%,42.70,8.22,0.00%,0.00%,0.00%,0
108,"ZIPR",1.92,0.22,2.49%,-16.07%,-28.00%,-52.19%,26.59%,42.68,3.38,0.00%,0.00%,0.00%,0
109,"SUNE",2.45,1.28,-4.73%,3.87%,51.82%,-15.82%,344.82%,48.83,18.46,0.00%,0.00%,0.00%,0
110,"QURE",,0.93,-6.87%,-8.30%,-8.30%,-22.67%,10.69%,42.20,14.50,0.00%,0.00%,0.00%,0
111,"REGN",1.00,13.99,-1.22%,-3.18%,7.42%,-13.12%,60.92%,48.99,306.26,0.00%,0.00%,0.00%,0
112,"TRLA",,2.24,3.06%,6.14%,-7.94%,-34.28%,31.46%,54.67,34.64,0.00%,0.00%,0.00%,0
113,"AGEN",1.46,0.32,-14.87%,-19.07%,-8.43%,-45.56%,22.50%,38.84,2.94,0.00%,0.00%,0.00%,0
114,"AUDC",2.10,0.37,-2.07%,-7.01%,10.19%,-19.74%,136.13%,46.37,7.32,0.00%,0.00%,0.00%,0
115,"GOGO",,1.38,-8.93%,-8.81%,0.29%,-45.88%,99.38%,40.83,19.36,0.00%,0.00%,0.00%,0
116,"MEI",1.11,1.40,-1.50%,-5.68%,10.46%,-19.09%,139.14%,46.60,30.30,0.00%,0.00%,0.00%,0
117,"TECUA",0.48,0.31,-1.79%,-9.31%,-24.69%,-45.34%,7.57%,43.93,6.68,0.00%,0.00%,0.00%,0
118,"CSUN",2.37,0.43,3.11%,-4.26%,4.11%,-49.95%,298.44%,50.95,5.10,0.00%,0.00%,0.00%,0
119,"VICL",1.63,0.09,-4.52%,-6.76%,-23.44%,-71.40%,27.72%,45.32,1.29,0.00%,0.00%,0.00%,0
120,"EPZM",,1.82,-4.54%,-16.35%,-24.09%,-49.06%,28.67%,44.17,23.29,0.00%,0.00%,0.00%,0
121,"QUIK",1.73,0.28,1.12%,4.18%,44.77%,-8.64%,145.50%,53.27,5.18,0.00%,0.00%,0.00%,0
122,"CELG",1.09,5.45,1.46%,-3.95%,-2.52%,-15.65%,33.29%,50.44,147.32,0.00%,0.00%,0.00%,0
123,"AXGN",0.62,0.18,-0.69%,-16.35%,-21.67%,-50.72%,8.07%,40.86,3.08,0.00%,0.00%,0.00%,0
124,"GNCA",,1.53,9.87%,22.43%,22.43%,-19.55%,77.06%,67.65,19.30,0.00%,0.00%,0.00%,0
125,"VIMC",1.61,0.40,0.96%,14.84%,85.65%,-21.62%,269.09%,52.94,4.06,0.00%,0.00%,0.00%,0
126,"NMBL",,2.98,-9.81%,-21.52%,-21.09%,-40.62%,15.92%,41.84,34.44,0.00%,0.00%,0.00%,0
127,"TGD",,0.08,6.81%,3.57%,-7.62%,-51.01%,49.48%,58.25,1.45,0.00%,0.00%,0.00%,0
128,"CSLT",,2.94,-26.38%,-26.38%,-26.38%,-54.06%,7.00%,,19.27,0.00%,0.00%,0.00%,0
129,"INVN",,1.22,-0.69%,5.15%,20.71%,-7.93%,146.53%,52.43,22.41,0.00%,0.00%,0.00%,0
130,"TRQ",2.28,0.17,6.01%,3.04%,-0.24%,-39.96%,22.83%,57.55,3.60,0.00%,0.00%,0.00%,0
131,"IMGN",1.96,0.91,-2.26%,-5.79%,-8.87%,-27.21%,17.45%,47.68,14.74,0.00%,0.00%,0.00%,0
132,"STRM",1.03,0.22,4.64%,-4.71%,-18.95%,-34.47%,18.51%,53.56,5.57,0.00%,0.00%,0.00%,0
133,"ZAGG",1.85,0.19,5.30%,9.40%,5.51%,-36.36%,32.96%,63.03,4.76,0.00%,0.00%,0.00%,0
134,"TXMD",7.18,0.52,-22.64%,-24.47%,12.89%,-45.28%,152.82%,30.23,4.93,0.00%,0.00%,0.00%,0
135,"OIBR-C",,0.10,-8.83%,-14.18%,-16.96%,-37.82%,12.11%,41.13,1.48,0.00%,0.00%,0.00%,0
136,"ADHD",,1.33,-9.46%,-17.31%,1.91%,-35.94%,165.69%,37.50,17.27,0.00%,0.00%,0.00%,0
137,"TRGT",4.06,0.24,-0.40%,0.52%,-2.64%,-21.60%,27.73%,50.06,4.79,0.00%,0.00%,0.00%,0
138,"AMCF",2.07,0.20,5.19%,18.04%,65.92%,-21.82%,347.92%,58.12,2.15,0.00%,0.00%,0.00%,0
139,"DATA",,4.56,-8.45%,-16.20%,3.04%,-28.82%,65.61%,38.51,72.87,0.00%,0.00%,0.00%,0
140,"AGM",1.69,0.89,7.16%,12.60%,9.82%,-1.82%,37.36%,72.80,35.82,0.00%,0.00%,0.00%,0
141,"BWEN",2.31,0.91,13.20%,26.95%,61.18%,-9.79%,219.75%,64.09,12.63,0.00%,0.00%,0.00%,0
142,"NSM",,1.59,3.07%,7.96%,-20.83%,-43.74%,33.06%,57.74,32.60,0.00%,0.00%,0.00%,0
143,"HZNP",,1.16,-4.17%,11.73%,117.62%,-21.80%,578.20%,51.55,14.31,0.00%,0.00%,0.00%,0
144,"CART",-0.03,0.36,36.05%,56.66%,86.98%,-17.01%,179.07%,90.63,6.00,0.00%,0.00%,0.00%,0
145,"YY",,5.94,-3.02%,0.51%,37.82%,-19.10%,373.97%,49.19,73.56,0.00%,0.00%,0.00%,0
146,"TSEM",1.63,0.43,5.30%,19.98%,68.39%,-5.47%,147.01%,62.51,9.51,0.00%,0.00%,0.00%,0
147,"SBGI",1.79,1.30,9.43%,4.28%,-3.36%,-21.97%,45.62%,59.71,29.11,0.00%,0.00%,0.00%,0
148,"GWRE",,2.03,-6.91%,-8.33%,-2.70%,-20.71%,31.14%,40.47,45.99,0.00%,0.00%,0.00%,0
149,"LGF",0.64,1.34,-2.34%,-9.36%,-15.14%,-27.55%,23.14%,44.70,27.30,0.00%,0.00%,0.00%,0
150,"PESI",1.59,0.31,26.02%,43.33%,67.65%,-7.68%,200.56%,88.33,5.41,0.00%,0.00%,0.00%,0
151,"GWPH",,4.93,-11.25%,-11.79%,71.06%,-35.16%,562.53%,40.03,56.05,0.00%,0.00%,0.00%,0
152,"PATK",1.18,1.86,1.25%,5.72%,37.61%,-6.83%,211.37%,55.13,42.72,0.00%,0.00%,0.00%,0
153,"AMCN",1.75,0.20,-6.49%,-6.61%,11.29%,-31.79%,47.33%,44.60,2.21,0.00%,0.00%,0.00%,0
154,"CENX",2.64,0.56,7.45%,13.80%,39.90%,-0.29%,120.77%,65.61,13.82,0.00%,0.00%,0.00%,0
155,"LQDT",-0.45,1.28,-18.62%,-20.13%,-27.93%,-52.42%,8.72%,29.95,19.46,0.00%,0.00%,0.00%,0
156,"ATNY",1.30,0.19,-4.03%,-6.58%,-9.78%,-29.02%,15.13%,44.08,2.74,0.00%,0.00%,0.00%,0
157,"MGN",2.50,0.14,-1.75%,1.80%,57.43%,-32.78%,152.08%,50.65,1.21,0.00%,0.00%,0.00%,0
158,"ATRS",0.30,0.19,-6.30%,-17.19%,-18.50%,-32.62%,6.44%,36.40,3.47,0.00%,0.00%,0.00%,0
159,"CNDO",,0.13,-6.69%,-21.36%,-57.20%,-84.96%,52.80%,35.67,1.91,0.00%,0.00%,0.00%,0
160,"SFXE",,0.51,2.60%,-3.50%,-16.13%,-41.60%,37.19%,52.33,7.82,0.00%,0.00%,0.00%,0
161,"CTIC",2.11,0.21,-3.15%,-1.38%,62.91%,-18.12%,258.76%,47.84,3.48,0.00%,0.00%,0.00%,0
162,"MOBI",5.52,1.08,-13.84%,12.05%,72.45%,-35.54%,431.17%,47.67,8.18,0.00%,0.00%,0.00%,0
163,"CDTI",1.58,0.61,-26.97%,-6.95%,55.43%,-57.51%,185.45%,41.63,3.14,0.00%,0.00%,0.00%,0
164,"SZMK",,0.58,8.05%,7.29%,7.29%,-7.25%,18.06%,,11.90,0.00%,0.00%,0.00%,0
165,"ONTY",0.98,0.24,-2.77%,4.19%,48.21%,-22.55%,103.87%,51.28,3.16,0.00%,0.00%,0.00%,0
166,"INCY",1.61,3.18,-6.94%,-15.37%,16.80%,-26.60%,185.30%,39.38,52.01,0.00%,0.00%,0.00%,0
167,"ICEL",,1.02,-4.37%,-6.10%,-8.89%,-40.11%,52.00%,46.21,14.44,0.00%,0.00%,0.00%,0
168,"MPAA",1.53,1.09,6.07%,10.03%,65.54%,-2.58%,365.74%,60.04,26.78,0.00%,0.00%,0.00%,0
169,"ETFC",2.30,0.92,-8.10%,-4.90%,16.73%,-17.20%,122.48%,41.70,21.18,0.00%,0.00%,0.00%,0
170,"ADMP",-0.16,0.39,-5.24%,-8.08%,-17.78%,-55.46%,71.47%,44.12,5.83,0.00%,0.00%,0.00%,0
171,"SKUL",,0.57,-1.36%,8.05%,38.39%,-19.39%,91.46%,53.20,9.19,0.00%,0.00%,0.00%,0
172,"VRX",0.93,5.86,-2.43%,-6.08%,13.35%,-15.52%,80.62%,45.91,129.34,0.00%,0.00%,0.00%,0
173,"ATHN",0.88,8.03,-5.86%,-10.48%,16.63%,-24.91%,89.27%,40.43,155.22,0.00%,0.00%,0.00%,0
174,"WWWW",1.19,1.38,-3.31%,-4.01%,9.29%,-11.64%,110.02%,47.47,33.33,0.00%,0.00%,0.00%,0
175,"SIGM",0.90,0.21,-2.20%,-1.45%,-7.24%,-28.36%,18.81%,49.14,4.80,0.00%,0.00%,0.00%,0
176,"AAOI",,1.51,-5.16%,11.91%,46.68%,-16.82%,156.89%,52.14,23.30,0.00%,0.00%,0.00%,0
177,"YELP",,5.02,-9.50%,-16.44%,7.13%,-29.98%,195.64%,36.27,71.25,0.00%,0.00%,0.00%,0
178,"VVTV",2.94,0.29,-4.83%,-12.54%,-13.06%,-31.87%,37.04%,40.41,4.81,0.00%,0.00%,0.00%,0
179,"FIG",2.33,0.30,-3.52%,-8.81%,-7.01%,-19.49%,34.64%,43.28,7.31,0.00%,0.00%,0.00%,0
180,"MRNA",1.72,0.18,-10.20%,-7.87%,104.67%,-40.88%,494.44%,47.29,1.07,0.00%,0.00%,0.00%,0
181,"RITT",1.14,0.11,1.33%,2.92%,-22.90%,-63.32%,15.48%,54.56,1.79,0.00%,0.00%,0.00%,0
182,"THLD",2.25,0.24,-2.87%,-3.57%,-3.54%,-23.90%,15.67%,46.50,4.65,0.00%,0.00%,0.00%,0
183,"REIS",0.81,0.79,-0.02%,1.70%,4.75%,-5.96%,29.04%,52.22,18.62,0.00%,0.00%,0.00%,0
184,"ARRY",1.94,0.25,-6.24%,-7.54%,-17.18%,-36.76%,11.69%,42.69,4.49,0.00%,0.00%,0.00%,0
185,"SPLK",,4.74,-13.99%,-20.11%,-0.84%,-38.73%,62.48%,35.14,65.04,0.00%,0.00%,0.00%,0
186,"SGYP",0.51,0.39,-9.85%,-12.07%,2.50%,-27.01%,29.36%,41.40,4.89,0.00%,0.00%,0.00%,0
187,"SNSS",2.80,0.47,-5.14%,6.58%,22.53%,-14.55%,66.67%,49.41,6.40,0.00%,0.00%,0.00%,0
188,"BKS",1.29,0.99,-6.00%,3.74%,19.40%,-18.85%,52.82%,47.45,19.24,0.00%,0.00%,0.00%,0
189,"QIHU",,7.01,-4.99%,-7.12%,14.62%,-22.78%,233.50%,45.91,96.08,0.00%,0.00%,0.00%,0
190,"RALY",,0.95,-10.12%,-27.34%,-42.46%,-58.82%,13.42%,34.05,13.61,0.00%,0.00%,0.00%,0
191,"NXTM",0.73,0.54,0.53%,-0.80%,5.61%,-11.67%,51.08%,51.76,13.25,0.00%,0.00%,0.00%,0
192,"BABY",1.20,1.06,0.08%,0.48%,32.57%,-7.65%,118.16%,51.90,25.59,0.00%,0.00%,0.00%,0
193,"SARA",3.14,0.12,-2.42%,2.72%,-23.31%,-55.52%,35.79%,51.31,1.29,0.00%,0.00%,0.00%,0
194,"DRNA",,2.88,-29.33%,-35.40%,-35.40%,-51.12%,7.78%,,21.75,0.00%,0.00%,0.00%,0
195,"UAMY",1.67,0.09,9.79%,7.10%,25.52%,-9.78%,125.56%,67.64,2.03,0.00%,0.00%,0.00%,0
196,"PFPT",,1.98,-6.06%,-9.61%,11.17%,-21.35%,118.96%,41.18,35.91,0.00%,0.00%,0.00%,0
197,"RIGL",1.03,0.33,-12.11%,-4.67%,3.87%,-29.60%,52.38%,42.09,3.52,0.00%,0.00%,0.00%,0
198,"LTRX",0.02,0.14,-2.11%,-11.19%,14.66%,-38.37%,55.73%,43.33,2.04,0.00%,0.00%,0.00%,0
199,"CXDC",1.09,0.21,10.28%,15.68%,22.50%,-2.54%,51.32%,70.45,5.75,0.00%,0.00%,0.00%,0
200,"END",1.76,0.25,2.36%,-26.58%,-34.14%,-55.47%,31.50%,41.11,3.34,0.00%,0.00%,0.00%,0
