"No.","Ticker","Beta","Average True Range","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","52-Week High","52-Week Low","Relative Strength Index (14)","Price","Change","Change from Open","Gap","Volume"
30,"MPET",1.57,0.09,5.62%,0.82%,19.65%,-20.24%,99.01%,58.33,2.01,6.91%,0.50%,6.38%,415675
31,"DRD",0.79,0.17,29.56%,30.09%,8.60%,-37.97%,50.63%,81.34,3.57,6.57%,8.18%,-1.49%,456336
32,"ROYL",2.39,0.13,-6.39%,-16.72%,-3.64%,-40.40%,19.92%,36.86,2.95,6.50%,5.36%,1.08%,688290
33,"DPW",0.95,0.13,7.43%,5.19%,23.69%,-56.39%,155.77%,53.58,1.33,6.40%,3.10%,3.20%,16342
34,"AGIO",,2.52,15.80%,26.80%,43.05%,4.85%,238.93%,71.28,53.45,6.39%,6.45%,-0.06%,1043465
35,"AERI",,0.92,4.95%,4.42%,3.17%,-34.63%,89.46%,56.13,19.42,6.29%,6.70%,-0.38%,282719
36,"UQM",2.25,0.12,-3.25%,-12.12%,-29.42%,-58.55%,21.19%,44.38,1.43,5.93%,7.52%,-1.48%,211295
37,"ABTL",0.95,0.33,4.31%,-4.54%,-30.60%,-53.29%,25.57%,49.02,8.79,5.90%,3.41%,2.41%,121327
38,"SPRO",-0.19,0.15,10.69%,10.29%,-6.38%,-41.82%,46.14%,59.81,2.18,5.83%,7.39%,-1.46%,11988
39,"MARA",,0.82,12.36%,19.97%,69.19%,-10.79%,231.00%,64.13,14.63,5.78%,7.10%,-1.23%,22159
40,"IMDZ",,0.79,13.42%,15.53%,15.53%,1.79%,23.81%,67.44,14.25,5.63%,6.58%,-0.89%,81811
41,"FLXN",,1.43,5.51%,22.54%,20.24%,-17.05%,59.22%,57.10,17.61,5.58%,4.76%,0.78%,52142
42,"GPL",1.56,0.08,1.79%,-5.17%,7.20%,-23.49%,72.73%,49.49,1.14,5.56%,8.57%,-2.78%,606539
43,"AEY",0.12,0.10,4.38%,2.92%,-11.81%,-30.14%,10.22%,55.72,2.48,5.53%,7.36%,-1.70%,15263
44,"ECYT",1.05,0.56,-0.57%,8.14%,-31.15%,-77.86%,26.23%,52.21,7.46,5.52%,5.52%,0.00%,1732596
45,"TRX",1.43,0.15,-3.11%,-5.92%,-1.22%,-30.19%,31.90%,46.35,2.15,5.39%,6.97%,-1.47%,265287
46,"CXDC",0.53,0.43,-2.59%,-0.36%,-4.28%,-53.63%,44.13%,51.69,6.14,5.32%,5.50%,-0.17%,276896
47,"SDT",0.87,0.17,-13.22%,-24.40%,-39.20%,-66.02%,5.24%,24.88,4.22,5.24%,5.50%,-0.25%,437525
48,"SKY",1.40,0.18,-1.54%,-23.12%,-41.63%,-57.59%,14.00%,39.85,2.85,5.17%,5.17%,0.00%,72596
49,"ASPX",,1.10,0.79%,8.66%,-0.33%,-36.64%,71.09%,56.14,22.67,5.15%,2.81%,2.27%,176331
50,"ESI",1.67,0.50,-40.47%,-55.08%,-81.22%,-90.48%,6.86%,17.35,4.36,5.06%,5.06%,0.00%,1686295
51,"HPJ",2.32,0.66,15.76%,39.31%,75.44%,-0.90%,493.08%,64.40,7.71,5.04%,5.33%,-0.27%,2675994
